GI - Code,Barangay,Classification,GI - Date,GI - Interviewer,"GI - Remarks (Small, Medium, Large, Residential)",GI - Business Name/Residential Name/Contact number,GI - Business Location/Address,GI - Type of Business,GI - No. of Employees,GI - Operating Hours - Start,GI - Operating Hours - End,CWSU-1 - Usage - Specify,GI - Members,CWSU-1 - Usage - Drinking,CWSU-1 - Usage - Food preparation,CWSU-1 - Usage - Cleaning & Sanitation,CWSU-1 - Usage - Manufacturing/Production,CWSU-1 - Usage - Landscaping/Irrigation,CWSU-1 - Usage - Others,CWSU-2 - Treatment,CWSU-3 - Current Sources - Tap Water (Water District etc.),CWSU-3 - Current Sources - Deep Well (owned),CWSU-3 - Current Sources - Truck Delivery Services (5 m3),CWSU-3 - Current Sources - Bottled water (5 gallons),CWSU-3 - Current Sources - Others,"CWSU-3 - Current Sources - (If others, please specify)",CWSU-4 - Primary Drinking Source - Tap Water (Water District etc.),CWSU-4 - Primary Drinking Source - Deep Well (owned),CWSU-4 - Primary Drinking Source - Truck Delivery Services (5 m3),CWSU-4 - Primary Drinking Source - Bottled water (5 gallons),CWSU-4 - Primary Drinking Source - Others,"CWSU-4 - Primary Drinking Source - (If others, please specify)",CWSU-4 - Primary Drinking Source - gals,CWSU-5 - Ave Demand (in cbm),CWSU-6 - Actual Use (m3 / gal) - Tap Water (Water District etc.),CWSU-6 - Actual Use (m3 / gal) - Deep Well (owned),CWSU-6 - Actual Use (m3 / gal) - Truck Delivery Services (5 m3),CWSU-6 - Actual Use (m3 / gal) - Bottled water (5 gallons),CWSU-6 - Actual Use (m3 / gal) - Others (gallons),CWSU-7 - Peak Month - Start,CWSU-7 - Peak Month - End,"CWSU-8 - Monthly Costs - Less than PhP 1,000","CWSU-8 - Monthly Costs - PhP 1,000 - PhP 3,000","CWSU-8 - Monthly Costs - PhP 3,000 - PhP 5,000","CWSU-8 - Monthly Costs - PhP 5,000 - PhP 10,000","CWSU-8 - Monthly Costs - PhP 10,000 and above",CWSU-8 - Monthly Costs - Water Bottles,CWSU-8 - Monthly Costs - Truck Delivery,CWSU-8 - Monthly Costs - Others:,"CWSU-8 - Monthly Costs - If others, input here",CWSU-9 - Issues (Tap Water) - Yes,CWSU-9 - Issues (Tap Water) - No,CWSU-9 - Issues (Tap Water) - N/A,CWSU-9 - Issues (Tap Water) - Supply interruption,CWSU-9 - Issues (Tap Water) - Salinity,CWSU-9 - Issues (Tap Water) - Taste,CWSU-9 - Issues (Tap Water) - Smell,CWSU-9 - Issues (Tap Water) - Turbidity,CWSU-9 - Issues (Tap Water) - Costs,CWSU-9 - Issues (Tap Water) - Others,"CWSU-9 - Issues (Tap Water) - If others, input here",CWSU-10 - Issues (Deep Well) - Yes,CWSU-10 - Issues (Deep Well) - No,CWSU-10 - Issues (Deep Well) - N/A,CWSU-10 - Issues (Deep Well) - Supply interruption,CWSU-10 - Issues (Deep Well) - Salinity,CWSU-10 - Issues (Deep Well) - Taste,CWSU-10 - Issues (Deep Well) - Smell,CWSU-10 - Issues (Deep Well) - Turbidity,CWSU-10 - Issues (Deep Well) - Costs,CWSU-10 - Issues (Deep Well) - Others,"CWSU-10 - Issues (Deep Well) - If others, input here",CWSU-11 - Issues (Truck Water) - Yes,CWSU-11 - Issues (Truck Water) - No,CWSU-11 - Issues (Truck Water) - N/A,CWSU-11 - Issues (Truck Water) - Supply interruption,CWSU-11 - Issues (Truck Water) - Salinity,CWSU-11 - Issues (Truck Water) - Taste,CWSU-11 - Issues (Truck Water) - Smell,CWSU-11 - Issues (Truck Water) - Turbidity,CWSU-11 - Issues (Truck Water) - Costs,CWSU-11 - Issues (Truck Water) - Others,"CWSU-11 - Issues (Truck Water) - If others, input here",CWSU-12 - Issues (Bottled Water) - Yes,CWSU-12 - Issues (Bottled Water) - No,CWSU-12 - Issues (Bottled Water) - N/A,"CWSU-12 - Issues (Bottled Water) - If yes, select all that apply",CWSU-12 - Issues (Bottled Water) - Supply interruption,CWSU-12 - Issues (Bottled Water) - Salinity,CWSU-12 - Issues (Bottled Water) - Taste,CWSU-12 - Issues (Bottled Water) - Smell,CWSU-12 - Issues (Bottled Water) - Turbidity,CWSU-12 - Issues (Bottled Water) - Costs,CWSU-12 - Issues (Bottled Water) - Others,"CWSU-12 - Issues (Bottled Water) - If others, input here",CWSU-13 - Interruptions (days) - We have continuous water supply everyday,CWSU-13 - Interruptions (days) - Once a week,CWSU-13 - Interruptions (days) - Twice a week,CWSU-13 - Interruptions (days) - Thrice a week,CWSU-13 - Interruptions (days) - Others,CWSU-13 - Interruptions (days) - How many hours per day do you experience water interruption?,AWTP-14 - Factors affecting Alt Sources - Cost-effectiveness,AWTP-14 - Factors affecting Alt Sources - Reliability (consistent supply),AWTP-14 - Factors affecting Alt Sources - Water Quality (Clean and safe),AWTP-14 - Factors affecting Alt Sources - Costumer service and maintenance support,AWTP-14 - Factors affecting Alt Sources - Others,"AWTP-14 - Factors affecting Alt Sources - If others, input here",AWTP-15 - Desalination Awareness - Yes,AWTP-15 - Desalination Awareness - No,AWTP-16 - Desalinated Willingness - Yes,AWTP-16 - Desalinated Willingness - No,AWTP-17 - Desalinated Premium Pay - Yes,AWTP-17 - Desalinated Premium Pay - No,AWTP-17 - Desalinated Premium Pay - Depends on the cost difference,"AWTP-17 - Desalinated Premium Pay - If yes, in what payment structure",AWTP-17 - Desalinated Premium Pay - Fixed tariff,AWTP-17 - Desalinated Premium Pay - Tiered pricing,AWTP-17 - Desalinated Premium Pay - Pay per use,AWTP-17 - Desalinated Premium Pay - Seasonal,AWTP - Max Price - Commercial - 160,AWTP - Max Price - Commercial - 200,AWTP - Max Price - Commercial - 100,AWTP-19 - Max Price - Commercial - Others,AWTP-19 - Max Price - Residential - 50,AWTP-19 - Max Price - Residential - 80,AWTP-19 - Max Price - Residential - 100,AWTP-19 - Max Price - Residential - Others,AWTP-20 - Budget - < 3000,AWTP-20 - Budget - 3000 - 6000,AWTP-20 - Budget - 6000 - 9000,AWTP-20 - Budget - 9000 - 15000,AWTP-20 - Budget - Others,AWTP-21 - Concerns,WTP_Comm,WTP_Resi,Desalination Awareness,Desalinated Willingness,Desalinated Premium Pay,Max Price (Commercial),Max Price (Residential),Budget,AWTP-20 - Budget - Others_numeric
SAG-10R,SAN AGUSTIN,Residential,10/6/25,Crystal Marie Flores,Residential,Adamon Galvez/0963365731,San Agustin,0,0,0,0,0,7.0,1,1,0,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,0.0,3.75,0.0,0.0,0.0,15.0,0.0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,1,0.0,50.0,1500.0,0.0
SEV-1R,SEVILLA,Residential,7/6/25,Trisha Cacdac,Residential,Mary Ann Merida,Sevilla,0,0,0,0,0,6.0,1,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,3.0,0.0,0.0,0.0,125.0,0.0,March,May,0,0,0,0,0,700,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,200-300,0,0.0,50.0,1,1,1,0.0,50.0,,0.0
SEV-2R,SEVILLA,Residential,7/6/25,Trisha Cacdac,Residential,Remedios Caagday,Sevilla,0,0,0,0,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,15.0,0.0,0.0,0.0,60.0,0.0,March,May,0,0,0,0,0,360,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,250,0,0.0,50.0,1,1,1,0.0,50.0,250.0,250.0
SEV-3R,SEVILLA,Residential,7/6/25,Arvee Jeric Agustin,Residential,Nancy Pangesban/09540918432,Sevilla,0,0,0,0,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,23.75,0.0,0.0,0.0,45.0,0.0,May,May,1,0,0,0,0,270,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,0,1,minsan may earthworm,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,250,0,0.0,0.0,1,1,1,0.0,0.0,250.0,250.0
SEV-4R,SEVILLA,Residential,7/6/25,Trisha Cacdac,Residential,Racquel R. So/09064946496,Sevilla,0,0,0,0,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,0.0,2.5,0.0,0.0,0.0,100.0,0.0,March,April,1,0,0,0,0,600,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,600,0,0.0,50.0,1,1,1,0.0,50.0,600.0,600.0
SEV-5R,SEVILLA,Residential,7/6/25,Ardee Agustin,Residential,Janet Munar/09386388406,Sevilla,0,0,0,0,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,3.75,0.0,0.0,0.0,150.0,0.0,June,August,1,0,0,0,0,900,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,"less than 1,000",0,0.0,50.0,1,1,1,0.0,50.0,,0.0
SEV-6R,SEVILLA,Residential,7/6/25,Trisha Cacdac,Residential,Jinky Alcantara,Sevilla,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,1,0,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,7.5,0.0,0.0,0.0,300.0,0.0,March,May,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0.0,100.0,1,1,1,0.0,100.0,1500.0,0.0
SEV-7R,SEVILLA,Residential,7/6/25,Arvee Jeric Agustin,Residential,Myrna Cadley/09984378232,Sevilla,0,0,0,0,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,0.0,15.0,0.0,0.0,0.0,60.0,0.0,April,May,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,400,0,0.0,50.0,1,1,1,0.0,50.0,1500.0,400.0
SEV-8R,SEVILLA,Residential,7/6/25,Ardee Agustin,Residential,Reymarie Aira Abuan/09543562363,Sevilla,0,0,0,0,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,15.0,0.0,0.0,0.0,60.0,0.0,March,May,1,0,0,0,0,360,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,400,0,0.0,50.0,1,1,1,0.0,50.0,1500.0,400.0
SEV-9R,SEVILLA,Residential,7/6/25,Ardee Agustin,Residential,Edna Onlayao/09853682139,Sevilla,0,0,0,0,0,0.0,1,0,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,12.0,15.0,0.0,0.0,0.0,60.0,0.0,March,May,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,less than 500,0,0.0,50.0,1,1,1,0.0,50.0,1500.0,0.0
SEV-10R,SEVILLA,Residential,7/6/25,Arvee Jeric Agustin,Residential,Rolly D. Magat/09565144477,Sevilla,0,0,0,0,0,0.0,1,0,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,12.0,15.0,0.0,0.0,0.0,60.0,0.0,March,May,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,2,0.0,50.0,1500.0,0.0
TAN-1R,TANQUI,Residential,6/6/25,Jeanette Corpuz,Residential,RLJ's STORE,Tanqui,0,0,0,0,0,4.0,1,0,0,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,10.0,0,0.0,0.0,0.0,0.0,0.0,March,May,1,0,0,0,0,250,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,1,0.0,50.0,1500.0,0.0
TAN-2R,TANQUI,Residential,7/6/25,Jeanette Corpuz,Residential,Fe Aragon,Tanqui,0,0,0,0,0,3.0,1,1,1,1,0.0,0,1,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,March,April,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0
TAN-3R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,0,Tanqui,0,0,0,0,0,2.0,1,1,1,0,0.0,0,1,1,0,0.0,0,0.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,1,0,1,1,0,FALSE,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,tuloy-tuloy and pagdating ng tubig at bumaba ang presyo ng tubig,0.0,50.0,1,0,2,0.0,50.0,1500.0,0.0
TAN-4R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,0,Tanqui,0,0,0,0,0,3.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,April,April,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,50.0,1,1,1,0.0,50.0,0.0,0.0
TAN-5R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,Ramona Domingo,Tanqui,0,0,0,0,0,10.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,1,0,0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,March,April,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,late delivery,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,1,0.0,50.0,1500.0,0.0
TAN-6R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,0,Tanqui,0,0,0,0,0,9.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,March,March,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,minsan hindi nililinisan lagi yung mga gallons,0.0,50.0,1,1,2,0.0,50.0,1500.0,0.0
TAN-7R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,0,Tanqui,0,0,0,0,0,0.0,1,1,1,0,0.0,0,1,0,1,1.0,0,0.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,2,0.0,50.0,1500.0,0.0
TAN-8R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,0,Tanqui,0,0,0,0,0,0.0,1,1,1,0,0.0,0,0,0,0,0.0,1,0.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,50.0,1,1,1,0.0,50.0,1500.0,0.0
TAN-9R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,0,Tanqui,0,0,0,0,0,5.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,15.0,3.75,0.0,0.0,0.0,0.0,0.0,April,April,1,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,late ang delivery,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,sana may free na kuhanan ng tubig,0.0,50.0,1,1,2,0.0,50.0,1500.0,0.0
TAN-10R,TANQUI,Residential,9/6/25,Jeanette Corpuz,Residential,0,Tanqui,0,0,0,0,0,3.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,FALSE,0,0,1,0,0,1,0,1,1,0,FALSE,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,50.0,1,1,1,0.0,50.0,0.0,0.0
BI-8C,BARANGAY I,Commercial,06-09-2025,Mary Josie Fontanillla,Small,"City Government of San Fernando, La Union","Barangay I, City of San Fernando, La Union",Office / Corporate,0,8:00,17:00,0,0.0,0,1,1,0,1.0,0,1,0,1,0.0,0,0.0,0,1,0,0,1,0.0,0,0.0,0,0.0,4227.212682,0.0,0.0,0.0,0,0,0,0,0,0,0,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0.0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,This would be very helpful,100.0,0.0,1,1,1,100.0,0.0,0.0,0.0
BI-19C,BARANGAY I,Commercial,06-10-2025,Mary Josie Fontanillla,Small,Catherine Carino,0,Retail,0,8:00,17:00,0,0.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0.0,0,12.0,0,0.0,0.0,0.0,0.0,0.0,January,June,0,0,0,0,0,360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,500,No Concerns,160.0,0.0,1,1,2,160.0,0.0,500.0,500.0
BI-1C,BARANGAY I,Commercial,06-07-2025,Mary Josie Fontanillla,Medium,Mario Ragasa,0,Retail,0,8:00,17:00,0,0.0,1,1,1,1,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,March,June,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,Wala po,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0
BI-2C,BARANGAY I,Commercial,06-07-2025,Mary Josie Fontanillla,Medium,Luz Ramus,0,Laundromat,0,8:00,17:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,20.0,0,0.0,0.0,0.0,0.0,0.0,March,June,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
BI-3C,BARANGAY I,Commercial,06-08-2025,Mary Josie Fontanillla,Medium,Marvin Tamayo,0,Restaurant / Food Service,0,8:00,17:00,0,0.0,1,1,1,1,0.0,0,1,1,0,0.0,1,0.0,0,0,0,0,1,0.0,0,120.0,0,0.0,0.0,0.0,0.0,0.0,May,May,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0
BI-5C,BARANGAY I,Commercial,06-09-2025,Mary Josie Fontanillla,Medium,Edwardo Florentin,0,Laundromat,0,8:00,17:00,0,0.0,0,0,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,High Cost,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Supply at all,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.0,0.0,1,1,1,20.0,0.0,0.0,0.0
BI-4C,BARANGAY I,Commercial,06-08-2025,Mary Josie Fontanillla,Small,Belle Andrada,0,Spa,0,0,0,0,0.0,1,0,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Electric,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0.0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,160.0,0.0,1,1,2,160.0,0.0,0.0,0.0
